rang_taxinomique;N°_Taxinomique_BDNFF;N°_Nomenclatural_BDNFF;code_CATMINAT;NOM_SCIENTIFIQUE;CHOROLOGIE;inflorescence;sexualité;ordre_maturation;pollinisation;fruit;dissémination;couleur_fleur;macule;floraison;type_ligneux;Hauteur_végétative_maximum_[m];TYPE_BIOLOGIQUE;FORMATION_VEGETALE;CARACTERISATION_ECOLOGIQUE_(HABITAT_OPTIMAL);INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE;INDICATION_CARACTERISTIQUE_TRANSGRESSIVE;INDICATION_DIFFERENTIELLE_1;INDICATION_DIFFERENTIELLE_2;INDICATION_DIFFERENTIELLE_3;Lumière;Température;Continentalité;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Niveau_trophique;Salinité;Texture;Matière_organique;Lichtzahl;Temperaturzahl;Kontinentalität;Feuchtzahl;Reaktionszahl;Nutrients;Salz;CLASSE_(-opsida);SUBCLASSE_(-idae);Clade_intermédiaire;SUPERORDRE_(-anae);Clade_intermédiaire;Clade_intermédiaire;Clade_intermédiaire;ORDRE_(-ales);FAMILLE_(-aceae);numSpA;numSpB;numSpH;nomA;nomB;nomH
esp;6672;10163;09/10.;Brachypodium retusum (Pers.) P.Beauv.;méditerranéen;épi d'épillets;hermaphrodite;;anémogame;caryopse;épizoochore;vert;;5-7;;;hsto;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;Lygeo sparti - Macrochloetalia tenacissimae Braun-Blanquet & de Bolòs 1958 em. Rivas-Martínez 1978;;;;8;8;4;3;4;8;4;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;7347;;;Brachypodium retusum
esp;30024;75032;09/10.;Carlina corymbosa L.;méditerranéen;corymbe de capitules;hermaphrodite;;entomogame, autogame;akène;anémochore;jaune;;7-8;;;hbis;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;8;8;4;3;3;8;6;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;11428;;;Carlina corymbosa
esp;31448;14589;09/10.;Carlina hispanica Lam.;méditerranéen occidental;corymbe de capitules;hermaphrodite;;entomogame, autogame;akène;anémochore;jaune;;;;;hbis;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;8;8;4;3;3;8;6;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;14412;;;Carlina hispanica *
subsp(uni);36885;101484;09/10.;Carlina hispanica Lam. subsp. hispanica;méditerranéen occidental;corymbe de capitules;hermaphrodite;;entomogame, autogame;akène;anémochore;jaune;;;;;hbis;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;8;8;4;3;3;8;6;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;14412;;;Carlina hispanica *
subsp;6756;21115;09/10.;Dactylis glomerata subsp. hispanica (Roth) Nyman;méditerranéen(eury);panicule d'épillets;hermaphrodite;protandre;anémogame;caryopse;épizoochore;vert;;;;;hces;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;Lygeo sparti - Macrochloetalia tenacissimae Braun-Blanquet & de Bolòs 1958 em. Rivas-Martínez 1978;;;;8;7;4;3;4;8;4;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;11429;;;Dactylis glo. hispanica
esp;3622;49028;09/10.;Phlomis lychnitis L.;méditerranéen(eury);cyme capituliforme;hermaphrodite;;entomogame;akène;épizoochore;jaune;;5-7;;;cfru;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;9;7;3;3;3;8;5;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Lamiales;Lamiaceae;0;0;11430;;;Phlomis lychnitis
esp;6118;56333;09/10.;Romulea rollii Parl.;méditerranéen;cyme unipare hélicoïde;hermaphrodite;;entomogame;capsule;barochore;bleu;;;;;gbul;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;9;8;3;4;4;7;4;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;;;;;Asparagales;Iridaceae;0;0;11431;;;Romulea col. rollii
esp;30359;75367;09/10.;Seseli longifolium L. ;méditerranéen occidental;ombelle d'ombellules;hermaphrodite;;entomogame;akène;épizoochore;blanc;;;;;hbis;chaméphytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;8;8;3;4;4;8;3;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Apiales;Apiaceae;0;0;12505;;;Seseli elatum
subsp(uni);288;63469;09/10.;Seseli longifolium L. subsp. longifolium;méditerranéen occidental;ombelle d'ombellules;hermaphrodite;;entomogame;akène;épizoochore;blanc;;7-10;;;hbis;chaméphytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;8;8;3;4;4;8;3;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Apiales;Apiaceae;0;0;12505;;;Seseli elatum
esp;14659;66815;09/10.;Taraxacum braun-blanquetii Soest;méditerranéen(eury);capitule simple;hermaphrodite;;apogame;akène;anémochore;jaune;;;;;hros;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;8;7;3;4;4;8;7;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;17169;;;Taraxacum braun-blanquetii *
esp;14711;66966;09/10.;Taraxacum minimum (V.Brig. ex Guss.) N.Terracc. ;méditerranéen;capitule simple;hermaphrodite;;apogame;akène;anémochore;jaune;;;;;hros;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;8;8;3;3;3;8;7;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;17190;;;Taraxacum minimum
esp;14737;67042;09/10.;Taraxacum purpureomarginatum Soest;méditerranéen(eury);capitule simple;hermaphrodite;;apogame;akène;anémochore;jaune;;;;;hros;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;8;7;4;4;4;8;5;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;17201;;;Taraxacum purpureomarginatum
esp;14800;68271;09/10.;Thymus vulgaris L. ;méditerranéen occidental;cyme capituliforme;hermaphrodite;;entomogame;akène;barochore;blanc, rose;;;;;cfru-semp;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;8;8;4;3;1;8;4;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Lamiales;Lamiaceae;0;0;2551;;;Thymus vulgaris
subsp;3748;68274;09/10.;Thymus vulgaris L. subsp. vulgaris;méditerranéen occidental;cyme capituliforme;hermaphrodite;;entomogame;akène;barochore;blanc, rose;;4-7;;;cfru-semp;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993;;;;;8;8;4;3;1;8;4;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Lamiales;Lamiaceae;0;0;2551;;;Thymus vulgaris
esp;362;358;09/10.0.1;Achillea ligustica All.;méditerranéen occidental;corymbe de capitules;hermaphrodite;;entomogame;akène;anémochore;blanc;;;;;heri;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;4;4;5;7;5;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;11433;;;Achillea ligustica
esp;7159;119115;09/10.0.1;Achnatherum bromoides (L.) P.Beauv.;méditerranéen;panicule d'épillets;hermaphrodite;;anémogame;caryopse;anémochore;vert;;6-9;;;Hces;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;9;8;3;2;3;9;2;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;11469;;;Stipa bromoides
esp;4412;4839;09/10.0.1;Anemone palmata L.;méditerranéen occidental;fleur solitaire terminale;hermaphrodite;;entomogame;akène;épizoochore;jaune;;4;;;grhi;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;4;5;5;8;5;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Ranunculanae;;;;Ranunculales;Ranunculaceae;0;0;11434;;;Anemone palmata
esp;29965;74973;09/10.0.1;Aristolochia pallida Willd.;méditerranéen septentrional;glomérules;hermaphrodite;;entomogame;capsule;barochore;;;;;;gtub;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;4;5;8;5;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;;Magnolianae;;;Magnoliids;Piperales;Aristolochiaceae;0;0;868;;;Aristolochia pallida
subsp(uni);335;6462;09/10.0.1;Aristolochia pallida Willd. subsp. pallida;méditerranéen septentrional;glomérules;hermaphrodite;protogyne;entomogame;capsule;barochore;vert;marron;5-6;;;gtub;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;4;5;8;5;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;;Magnolianae;;;Magnoliids;Piperales;Aristolochiaceae;0;0;868;;;Aristolochia pallida
esp;336;6463;09/10.0.1;Aristolochia paucinervis Pomel;méditerranéen septentrional;glomérules;hermaphrodite;protogyne;entomogame;capsule;barochore;vert;;4-6;;;gtub;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;4;5;8;5;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;;Magnolianae;;;Magnoliids;Piperales;Aristolochiaceae;0;0;11436;;;Aristolochia longa
esp;337;6464;09/10.0.1;Aristolochia pistolochia L.;méditerranéen occidental;glomérules;hermaphrodite;protogyne;entomogame;capsule;barochore;marron;;4-6;;;gtub;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;4;5;8;5;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;;Magnolianae;;;Magnoliids;Piperales;Aristolochiaceae;0;0;11437;;;Aristolochia pistolochia
esp;8646;6466;09/10.0.1;Aristolochia rotunda L.;méditerranéen;glomérules;hermaphrodite;protogyne;entomogame;capsule;barochore;jaune;marron;4-6;;;gtub;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;4;4;5;7;5;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;;Magnolianae;;;Magnoliids;Piperales;Aristolochiaceae;0;0;867;;;Aristolochia rotunda
subsp;338;6469;09/10.0.1;Aristolochia rotunda L. subsp. rotunda;méditerranéen;glomérules;hermaphrodite;protogyne;entomogame;capsule;barochore;jaune;marron;4-6;;;gtub;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;4;4;5;7;5;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;;Magnolianae;;;Magnoliids;Piperales;Aristolochiaceae;0;0;867;;;Aristolochia rotunda
subsp;339;6467;09/10.0.1;Aristolochia rotunda subsp. insularis (E.Nardi & Arrigoni) Gamisans;corso-sarde;glomérules;hermaphrodite;protogyne;entomogame;capsule;barochore;jaune;marron;4-6;;;gtub;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;7;8;3;4;5;7;5;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;;Magnolianae;;;Magnoliids;Piperales;Aristolochiaceae;0;0;11438;;;Aristolochia rot. insularis *
esp;2815;8084;09/10.0.1;Astragalus glaux L.;méditerranéen occidental;racème capituliforme;hermaphrodite;;entomogame;gousse;épizoochore;rose;;4-6;;;heri;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;4;3;4;8;4;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Fabales;Fabaceae;0;0;11439;;;Astragalus glaux
esp;36449;79910;09/10.0.1;Biscutella lima Rchb.;méditerranéen(eury);racème simple;hermaphrodite;;entomogame;silique;anémochore;jaune;;;;;hros;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;9;7;4;3;3;6;4;0;6;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Brassicales;Brassicaceae;0;0;13463;;;Biscutella intermedia
esp;29996;75004;09/10.0.1;Bupleurum rigidum L.;méditerranéen occidental;ombelle d'ombellules;hermaphrodite;;entomogame;akène;barochore;jaune;;7-9;;;heri;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;3;4;8;3;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Apiales;Apiaceae;0;0;12510;;;Bupleurum rigidum
subsp(uni);122;11635;09/10.0.1;Bupleurum rigidum L. subsp. rigidum;méditerranéen occidental;ombelle d'ombellules;hermaphrodite;;entomogame;akène;barochore;jaune;;7-9;;;heri;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;3;4;8;3;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Apiales;Apiaceae;0;0;12510;;;Bupleurum rigidum
esp;596;15420;09/10.0.1;Centaurea pseudocineraria (Fiori) Rouy;méditerranéen;cyme de capitules;hermaphrodite;;entomogame, autogame;akène;épizoochore;rose;;5-6;;;heri;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;9;8;3;3;4;8;4;0;4;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;15102;;;Centaurea cineraria
esp;644;16690;09/10.0.1;Cheirolophus sempervirens (L.) Pomel;méditerranéen occidental;corymbe de capitules;hermaphrodite;;entomogame, autogame;akène;épizoochore;rose;;6;;;csuf;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;3;4;7;5;0;4;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;11443;;;Cheirolophus sempervirens
esp;2452;18732;09/10.0.1;Convolvulus althaeoides L. ;méditerranéen;racème simple;hermaphrodite;;entomogame;capsule;épizoochore;rose;;4-6;;;Heri;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;4;5;7;5;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Solanales;Convolvulaceae;0;0;11597;;;Convolvulus althaeoides
subsp;2565;20326;09/10.0.1;Cuscuta epithymum subsp. kotschyi (Des Moul.) Arcang.;méditerranéen(eury);glomérules;hermaphrodite;;entomogame, autogame;capsule;barochore;blanc;;6-9;;;test-lia-par;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;7;4;4;5;7;5;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Solanales;Convolvulaceae;0;0;11444;;;Cuscuta epi. kotschyi
esp;2444;103286;09/10.0.1;Diatelia tuberaria (L.) Demoly;méditerranéen occidental;cyme unipare hélicoïde;hermaphrodite;;entomogame;capsule;épizoochore;jaune;;5-6;;;hsto;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;9;8;3;3;3;8;4;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Malvales;Cistaceae;0;0;11474;;;Tuberaria lignosa
subsp;7526;80088;09/10.0.1;Epipactis leptochila subsp. provincialis (Aubenas & Robatsch) J.M.Tison;provençal;racème simple;hermaphrodite;;entomogame;capsule;anémochore;vert;rose;5-6;;;grhi;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;7;8;3;5;5;8;4;0;3;3;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;;;;;Asparagales;Orchidaceae;0;0;11448;;;Epipactis lep. provincialis *
esp;2408;28374;09/10.0.1;Fumana laevipes (L.) Spach;méditerranéen occidental;cyme unipare hélicoïde;hermaphrodite;;entomogame;capsule;barochore;jaune;;5-6;;;csuf;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;3;4;8;3;0;4;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Malvales;Cistaceae;0;0;12514;;;Fumana laevipes
esp;2411;28392;09/10.0.1;Fumana viridis (Ten.) Font Quer;méditerranéen occidental;cyme unipare hélicoïde;hermaphrodite;;entomogame;capsule;barochore;jaune;;;;;csuf;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;3;4;8;3;0;4;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Malvales;Cistaceae;0;0;14423;;;Fumana viridis *
esp;6315;28634;09/10.0.1;Gagea granatellii (Parl.) Parl.;méditerranéen occidental;ombelle simple;hermaphrodite;;entomogame, autogame;capsule;barochore;jaune;;2-4;;;gbul;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;2;5;4;7;4;0;3;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;;Liliales;Liliaceae;0;0;11450;;;Gagea granatelli *
esp;5043;28952;09/10.0.1;Galium cinereum All.;méditerranéen occidental;cyme d'ombelles;hermaphrodite;;entomogame;capsule;barochore;blanc;;5-7;;;heri;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;2;5;4;7;4;0;3;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Gentianales;Rubiaceae;0;0;11451;;;Galium cinereum
esp;5054;29065;09/10.0.1;Galium maritimum L.;méditerranéen occidental;cyme d'ombelles;hermaphrodite;;entomogame;capsule;épizoochore;rose;;6-8;;;heri;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;1;3;4;7;3;1;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Gentianales;Rubiaceae;0;0;11452;;;Galium maritimum
esp;10319;30952;09/10.0.1;Hedysarum boveanum Bunge ex Basiner ;méditerranéen(eury);racème simple;hermaphrodite;;entomogame;gousse;anémochore;rose;;5-6;;;csuf;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;7;4;3;2;8;4;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Fabales;Fabaceae;0;0;14426;;;Hedysarum boveanum *
subsp(uni);2922;30954;09/10.0.1;Hedysarum boveanum subsp. europaeum Guitt. & Kerguélen;méditerranéen(eury);racème simple;hermaphrodite;;entomogame;gousse;anémochore;rose;;5-6;;0,3;csuf;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;7;4;3;2;8;4;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Fabales;Fabaceae;0;0;12485;;;Hedysarum humile
esp;30152;75160;09/10.0.1;Helianthemum marifolium (L.) Mill.;méditerranéen occidental;cyme unipare hélicoïde;hermaphrodite;;entomogame;capsule;barochore;jaune;;5-6;;;csuf;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;3;3;8;4;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Malvales;Cistaceae;0;0;14427;;;Helianthemum marifolium
subsp(uni);2429;31167;09/10.0.1;Helianthemum marifolium (L.) Mill. subsp. marifolium;méditerranéen occidental;cyme unipare hélicoïde;hermaphrodite;;entomogame;capsule;barochore;jaune;;5-6;;;csuf;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;3;3;8;4;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Malvales;Cistaceae;0;0;14427;;;Helianthemum marifolium
esp;2426;31281;09/10.0.1;Helianthemum syriacum (Jacq.) Dum.Cours.;méditerranéen;cyme unipare hélicoïde;hermaphrodite;;entomogame;capsule;barochore;jaune;;5-7;?;?;csuf;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;3;2;8;3;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Malvales;Cistaceae;0;0;7348;;;Helianthemum lavandulifolium
esp;2441;31300;09/10.0.1;Helianthemum violaceum (Cav.) Pers.;méditerranéen;cyme unipare hélicoïde;hermaphrodite;;entomogame;capsule;barochore;blanc;jaune;;;;csuf;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;3;3;8;3;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Malvales;Cistaceae;0;0;10930;;;Helianthemum pilosum
esp;6655;119463;09/10.0.1;Helictochloa bromoides (Gouan) Romero Zarco;méditerranéen occidental;panicule d'épillets;hermaphrodite;;anémogame;caryopse;épizoochore;vert;;5-7;;;hces;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;4;3;4;8;3;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;4483;;;Avenula bromoides
subsp;8731;119464;09/10.0.1;Helictochloa bromoides (Gouan) Romero Zarco subsp. bromoides;méditerranéen occidental;panicule d'épillets;hermaphrodite;;anémogame;caryopse;épizoochore;vert;;5-7;;;hces;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;Aphyllanthion monspeliensis Braun-Blanquet (1931) 1947 em. Barbero, Loisel & Quézel 1972;;;;8;8;4;3;4;8;3;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;4483;;;Avenula bromoides
subsp;8732;119465;09/10.0.1;Helictochloa bromoides subsp. pauneroae (Romero Zarco) Romero Zarco;méditerranéen occidental;panicule d'épillets;hermaphrodite;;anémogame;caryopse;épizoochore;vert;;5-7;;;hces;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;8;3;3;4;8;3;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;11561;;;Avenula bro. pauneroi *
subsp;6661;119467;09/10.0.1;Helictochloa pratensis subsp. amethystea (Braun-Blanq.) Romero Zarco;méditerranéen(eury);panicule d'épillets;hermaphrodite;protandre;anémogame;caryopse;épizoochore;vert, bleu;;6-7;;;hces;hémicryptophytaie;pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques;Brachypodietalia retusi Julve 1993;;;;;8;7;3;3;4;8;3;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;11440;;;Avenula pungens
